Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_x,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_y
2021,2,Capital Federal,149.0,1.0,41.0,6.0,29.0,1.0,294.0,603.0,157558.0,73.568,43.859,86.655,1037752.0,66.0,1400355.0
2021,2,Catamarca,20.0,9.0,22.0,1.0,2.0,56.0,71.0,0.0,7219.0,9.091,6.828,4.941,25388.0,2.206,55744.0
2021,2,Chaco,40.0,63.0,28.0,8.0,2.0,141.0,301.0,112.0,23444.0,21.574,24.032,16.069,47239.0,7.958,140729.0
2021,2,Chubut,49.0,41.0,6.0,24.0,19.0,139.0,104.0,105.0,89639.0,22.605,16.604,3.896,1112.0,5.172,139237.0
2021,2,Córdoba,240.0,468.0,152.0,56.0,16.0,931.0,99.0,2.452,201757.0,136.516,66.95,70.824,442357.0,9.925,930880.0
2021,2,Corrientes,47.0,67.0,4.0,7.0,5.0,130.0,67.0,645.0,29419.0,27.037,24.524,10.059,32697.0,5.053,129501.0
2021,2,Entre Ríos,78.0,125.0,18.0,24.0,13.0,258.0,107.0,3.024,63518.0,55.349,39.468,18.484,61605.0,16.077,257632.0
2021,2,Formosa,20.0,13.0,4.0,16.0,171.0,52.0,381.0,0.0,22364.0,7.31,7.46,1.341,11077.0,1.618,51551.0
2021,2,Jujuy,25.0,61.0,20.0,3.0,4.0,112.0,48.0,175.0,24182.0,16.577,37.908,607.0,29950.0,2.401,111848.0
2021,2,La Pampa,9.0,57.0,17.0,13.0,1.0,98.0,298.0,554.0,64146.0,7.769,8.128,3.399,9311.0,4.062,97667.0
2021,2,La Rioja,12.0,54.0,9.0,6.0,30.0,82.0,18.0,1.0,5312.0,5.971,23.298,4.825,42158.0,19.0,81602.0
2021,2,Mendoza,92.0,71.0,45.0,22.0,827.0,230.0,36.0,31.0,137462.0,10.886,56.117,4.403,20686.0,50.0,229671.0
2021,2,Misiones,45.0,88.0,10.0,5.0,8.0,156.0,51.0,5.0,41643.0,25.907,25.811,16.172,38308.0,8.279,156176.0
2021,2,Neuquén,30.0,73.0,16.0,19.0,640.0,138.0,112.0,327.0,57713.0,8.631,5.871,5.943,54008.0,5.645,138250.0
2021,2,Río Negro,48.0,44.0,19.0,15.0,18.0,144.0,125.0,557.0,69356.0,3.663,15.019,3.867,31488.0,20.009,144084.0
2021,2,Salta,51.0,96.0,32.0,6.0,6.0,192.0,101.0,20.0,42543.0,67.012,7.099,9.654,58882.0,6.328,191639.0
2021,2,San Juan,40.0,12.0,7.0,11.0,8.0,79.0,18.0,333.0,59989.0,784.0,12.55,340.0,278.0,4.641,78933.0
2021,2,San Luis,8.0,11.0,28.0,67.0,36.0,123.0,60.0,0.0,11752.0,2.703,5.418,65.946,22.0,36.917,122818.0
2021,2,Santa Cruz,12.0,23.0,6.0,4.0,3.0,49.0,50.0,0.0,30595.0,8.463,6.888,1.575,676.0,735.0,48982.0
2021,2,Santa Fe,257.0,432.0,90.0,44.0,18.0,841.0,467.0,896.0,202018.0,204.077,80.452,75.195,262124.0,15.371,840600.0
2021,2,Santiago Del Estero,21.0,84.0,909.0,5.0,4.0,114.0,123.0,909.0,32034.0,62.224,10.359,811.0,6064.0,1.566,114090.0
2021,2,Tierra Del Fuego,13.0,23.0,6.0,14.0,316.0,36.0,17.0,0.0,21335.0,6.913,4.58,476.0,889.0,1.483,35693.0
2021,2,Tucumán,110.0,48.0,72.0,2.0,743.0,233.0,32.0,97.0,40224.0,51.648,23.732,5.022,109616.0,2.68,233051.0
2021,1,Buenos Aires,630.0,2.0,822.0,99.0,58.0,4.0,36.939,31.187,1108368.0,240.52,163.747,222.061,2246313.0,10.867,4060002.0
2021,1,Capital Federal,160.0,1.0,40.0,6.0,29.0,1.0,135.0,244.0,159662.0,76.753,56.457,83.255,1003041.0,126.0,1379673.0
2021,1,Catamarca,26.0,4.0,19.0,322.0,2.0,52.0,71.0,0.0,7423.0,8.455,10.115,712.0,22996.0,2.196,51968.0
2021,1,Chaco,43.0,61.0,25.0,8.0,2.0,140.0,301.0,112.0,24357.0,22.102,27.556,14.496,42462.0,8.384,139770.0
2021,1,Chubut,46.0,41.0,3.0,24.0,19.0,132.0,106.0,109.0,86986.0,21.401,15.392,2.844,1112.0,4.39,132340.0
2021,1,Córdoba,260.0,445.0,135.0,54.0,17.0,911.0,93.0,2.386,211799.0,135.092,74.659,71.984,402191.0,12.677,910881.0
